,郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話
,630051,030114-7,"斗南新光郵局
斗南新光郵局",雲林14支,雲林縣斗南鎮光興路78號,(05)597-8740,
,648004,030115-1,"西螺郵局
西螺郵局",雲林15支,雲林縣西螺鎮福興路167-1號,(05)586-2166,
,648104,030116-4,"西螺埔心郵局
西螺埔心郵局",雲林16支,雲林縣西螺鎮埔心路164號,(05)586-0166,
,632003,030117-8030503-1,"虎尾郵局
虎尾郵局",雲林17支,雲林縣虎尾鎮林森路一段495號,(05)633-4310,(05)632-2111
,632002,030118-1,"虎尾圓環郵局
虎尾圓環郵局",雲林18支,雲林縣虎尾鎮光復路387號,(05)632-4204,
,649001,030120-7,"二崙郵局
二崙郵局",雲林20支,雲林縣二崙鄉中山路一段178號,(05)598-2054,
,649105,030121-1,"二崙油車郵局
二崙油車郵局",雲林21支,雲林縣二崙鄉文化路260、262號,(05)598-9082,
,632301,030122-4,"虎尾科技大學郵局
虎尾科技大學郵局",雲林22支,雲林縣虎尾鎮文化路64號,(05)632-6035,
,633101,030123-8,"土庫郵局
土庫郵局",雲林23支,雲林縣土庫鎮大同路65號,(05)662-2718,
,633102,030124-1,"土庫馬光郵局
土庫馬光郵局",雲林24支,雲林縣土庫鎮馬光路177-5號,(05)665-2193,
,637001,030125-5,"崙背郵局
崙背郵局",雲林25支,雲林縣崙背鄉民主路5號,(05)696-2074,
,638001,030126-9030504-4,"麥寮郵局
麥寮郵局",雲林26支,雲林縣麥寮鄉光復路24號,(05)693-2054,
,636001,030127-2,"臺西郵局
臺西郵局",雲林27支,雲林縣臺西鄉中山路161號,(05)698-2048,
,634001,030128-6,"褒忠郵局
褒忠郵局",雲林28支,雲林縣褒忠鄉三民路44號,(05)697-2043,
,635001,030129-0,"東勢厝郵局
東勢厝郵局",雲林29支,雲林縣東勢鄉東南村東勢西路32號,(05)699-1004,
,638501,030130-1,"麥寮工業區郵局
麥寮工業區郵局",雲林30支,雲林縣麥寮鄉台塑工業園區1號,(05)681-2680,
,638401,030131-5,"麥寮橋頭郵局
麥寮橋頭郵局",雲林31支,雲林縣麥寮鄉橋頭村仁德路96-1號,(05)691-5930,
,651004,030132-9030501-3,"北港郵局
北港郵局",雲林32支,雲林縣北港鎮文化路54號,(05)783-2229,
,651001,030134-6,"北港北辰郵局
北港北辰郵局",雲林34支,雲林縣北港鎮民有路26號,(05)783-6643,
,652006,030135-0,"水林郵局
水林郵局",雲林35支,雲林縣水林鄉水林路10號,(05)785-2604,
,653001,030136-3,"口湖郵局
口湖郵局",雲林36支,雲林縣口湖鄉湖東村廟前街26號,(05)789-2042,
,653002,030137-7,"口湖椬梧郵局
口湖椬梧郵局",雲林37支,雲林縣口湖鄉光明路36號,(05)790-7002,
,654011,030138-1,"四湖郵局
四湖郵局",雲林38支,雲林縣四湖鄉中正路347號,(05)787-2045,
,655011,030139-4,"元長郵局
元長郵局",雲林39支,雲林縣元長鄉仁愛街3號,(05)788-2054,
,220013,031100-4031500-6,"板橋文化路郵局
板橋文化路郵局",板橋901支,新北市板橋區文化路1段395號,(02)2259-8788,
,220093,031101-8,"板橋大觀路郵局
板橋大觀路郵局",板橋1支,新北市板橋區大觀路1段47號,(02)2967-7792,(02)2967-8524
,236033,031102-1031503-7,"土城郵局
土城郵局",板橋2支,新北市土城區中央路2段160號,(02)2260-1258,(02)2262-6351
,220068,031103-5,"板橋後埔郵局
板橋後埔郵局",板橋3支,新北市板橋區實踐路128號,(02)2956-7536,(02)2961-0578
,220089,031104-9,"板橋埔墘郵局
板橋埔墘郵局",板橋4支,新北市板橋區中山路2段109號,(02)2961-9785,
,220005,031106-6,"板橋莒光郵局
板橋莒光郵局",板橋6支,新北市板橋區莒光路213號,(02)2251-6574,(02)2250-1955
,220052,031107-0,"板橋站前郵局
板橋站前郵局",板橋7支,新北市板橋區府中路16號,(02)2969-9837,(02)2968-6876
,220071,031108-3,"板橋民族路郵局
板橋民族路郵局",板橋8支,新北市板橋區民族路263號,(02)2952-6805,(02)2958-5297
,220048,031109-7,"板橋中正路郵局
板橋中正路郵局",板橋9支,新北市板橋區中正路35號,(02)2967-6806,(02)2960-6245
,236043,031110-9,"土城工業區郵局
土城工業區郵局",板橋10支,新北市土城區三民路4號,(02)2268-6014,(02)2267-7400
,220054,031112-6,"板橋南雅郵局
板橋南雅郵局",板橋12支,新北市板橋區南雅南路1段123號,(02)2966-4716,
,236013,031113-0,"土城清水郵局
土城清水郵局",板橋13支,新北市土城區青雲路228、230號,(02)2261-2430,(02)2260-2989
,220062,031114-3031501-0,"板橋國慶郵局
板橋國慶郵局",板橋14支,新北市板橋區國慶路132號,(02)2964-5842,(02)2958-0350
,220811,031115-7,"板橋新海郵局
板橋新海郵局",板橋15支,新北市板橋區裕民街135號,(02)2256-7944,
,220608,031116-1,"板橋八甲郵局
板橋八甲郵局",板橋16支,新北市板橋區四川路2段123號1樓,(02)8967-2293,(02)8966-2716
,220081,031117-4,"板橋光復橋郵局
板橋光復橋郵局",板橋17支,新北市板橋區中山路二段422-13號,(02)2963-0620,
,220075,031118-8,"板橋海山郵局
板橋海山郵局",板橋18支,新北市板橋區漢生東路171號,(02)2955-5800,(02)8951-9786
,220519,031119-1,"板橋港尾郵局
板橋港尾郵局",板橋19支,新北市板橋區中正路332號,(02)2968-9213,
,236027,031120-3,"土城貨饒郵局
土城貨饒郵局",板橋20支,新北市土城區中央路1段240號,(02)2261-9029,
,220021,031121-7,"板橋江翠郵局
板橋江翠郵局",板橋21支,新北市板橋區仁化街40-1號,(02)2253-4928,(02)2250-2481
,220042,031123-4,"板橋漢生郵局
板橋漢生郵局",板橋23支,新北市板橋區國光路205號,(02)2256-1119,
,220756,031124-8,"板橋三民路郵局
板橋三民路郵局",板橋24支,新北市板橋區三民路1段120號,(02)2951-8120,
,220099,031126-5,"板橋浮洲郵局
板橋浮洲郵局",板橋26支,新北市板橋區大觀路2段313號,(02)2969-7993,
,236202,031127-9,"土城青雲郵局
土城青雲郵局",板橋27支,新北市土城區金城路2段249號(地方法院內),(02)2266-7380,
,236620,031128-2,"土城平和郵局
土城平和郵局",板橋28支,新北市土城區金城路3段185號,(02)2265-9556,(02)2266-8983
,236671,031129-6,"土城學府郵局
土城學府郵局",板橋29支,新北市土城區明德路2段58號,(02)8262-1088,(02)2260-3413
,220242,031130-8,"新北市政府郵局
新北市政府郵局",板橋30支,新北市板橋區中山路1段161號B1(新北市政府內),(02)8964-5399,
,220101,031131-1,"板橋溪崑郵局
板橋溪崑郵局",板橋31支,新北市板橋區金門街278號,(02)2687-1194,
,237006,031132-5031504-1,"三峽郵局
三峽郵局",板橋32支,新北市三峽區民生街66號,(02)2672-1173,(02)2671-1054
,237007,031133-9,"三峽大埔郵局
三峽大埔郵局",板橋33支,新北市三峽區中正路2段269號,(02)2671-1198,
,237011,031134-2,"三峽中山郵局
三峽中山郵局",板橋34支,新北市三峽區中山路11號,(02)2671-1295,
,237008,031135-6,"三峽橫溪郵局
三峽橫溪郵局",板橋35支,新北市三峽區介壽路3段47號,(02)8676-5048,
,237303,031136-0,"臺北大學郵局
臺北大學郵局",板橋36支,新北市三峽區大學路151號(臺北大學內),(02)2671-9315,
,239001,031137-3031505-4,"鶯歌郵局
鶯歌郵局",板橋37支,新北市鶯歌區中正一路47號,(02)2679-2330,(02)2670-3330
,239014,031138-7,"鶯歌鳳鳴郵局
鶯歌鳳鳴郵局",板橋38支,新北市鶯歌區鶯桃路2段60號,(02)2679-4155,
,239016,031139-1,"鶯歌二橋郵局
鶯歌二橋郵局",板橋39支,新北市鶯歌區中正3路208之4號,(02)2679-6540,
,239011,031140-2,"鶯歌永昌郵局
鶯歌永昌郵局",板橋40支,新北市鶯歌區鶯桃路135巷1號,(02)2678-3133,
,231008,031141-6031502-3,"新店郵局
新店郵局",板橋41支,新北市新店區北新路2段177號,(02)2911-1249,(02)2913-3884
,231052,031142-0,"新店頂城郵局
新店頂城郵局",板橋42支,新北市新店區安康路1段50-1號,(02)2211-8791,
,231073,031143-3,"新店龜山郵局
新店龜山郵局",板橋43支,新北市新店區新烏路2段392、394號,(02)2666-7584,
,231042,031144-7,"新店五城郵局
新店五城郵局",板橋44支,新北市新店區錦秀路5號,(02)2214-2424,
,231007,031145-1,"新店大坪林郵局
新店大坪林郵局",板橋45支,新北市新店區北新路3段116號,(02)2911-2892,(02)2918-9045
,231041,031146-4,"新店青潭郵局
新店青潭郵局",板橋46支,新北市新店區郵政路1號,(02)2217-1465,
,231068,031147-8,"新店公崙郵局
新店公崙郵局",板橋47支,新北市新店區安康路2段179號,(02)2211-7431,
,231031,031148-1,"新店檳榔路郵局
新店檳榔路郵局",板橋48支,新北市新店區北新路1段273號,(02)2911-4400,(02)2913-6997
,231036,031149-5,"新店復興郵局
新店復興郵局",板橋49支,新北市新店區復興路30號,(02)2911-5002,
,231015,031150-7,"新店中央郵局
新店中央郵局",板橋50支,新北市新店區中央路232號,(02)2219-5162,
,232001,031151-1,"坪林郵局
坪林郵局",板橋51支,新北市坪林區北宜路8段282號,(02)2665-6214,
,231031,031152-4031506-8,"新店中正郵局
新店中正郵局",板橋52支,新北市新店區中正路253號,(02)2915-0640,(02)2912-4736
,231706,031153-8,"新店寶橋郵局
新店寶橋郵局",板橋53支,新北市新店區寶中路94-2號1樓,(02)2914-4585,
,231679,031154-1,"新店十四份郵局
新店十四份郵局",板橋54支,新北市新店區安民街206號,(02)2211-2584,
,233001,031155-5,"烏來郵局
烏來郵局",板橋55支,新北市烏來區烏來里溫泉街69號,(02)2661-6303,
,231057,031156-9,"新店永安郵局
新店永安郵局",板橋56支,新北市新店區安和路3段57號,(02)2944-2541,
,231059,031157-2,"新店雙城郵局
新店雙城郵局",板橋57支,新北市新店區安康路3段47號,(02)2215-7065,(02)2214-0193
,231039,031158-6,"新店碧潭郵局
新店碧潭郵局",板橋58支,新北市新店區北宜路1段47號,(02)2911-1564,
,231239,031159-0,"新店屈尺郵局
新店屈尺郵局",板橋59支,新北市新店區屈尺路64號,(02)2666-8950,
,231613,031160-1,"新店水尾郵局
新店水尾郵局",板橋60支,新北市新店區中正路493之5號,(02)2218-0146,
,231022,031161-5,"新店五峰郵局
新店五峰郵局",板橋61支,新北市新店區中正路35號,(02)2916-0300,
,231209,031162-9,"新店中華路郵局
新店中華路郵局",板橋62支,新北市新店區中華路74號(法務部調查局內),(02)2912-0115,
,231043,031163-2,"新店玫瑰城郵局
新店玫瑰城郵局",板橋63支,新北市新店區如意街112號,(02)2214-0502,
,234016,031164-6031507-1,"永和郵局
永和郵局",板橋64支,新北市永和區中興街1號,(02)2232-9702,(02)2232-9700
,234028,031165-0,"永和福和郵局
永和福和郵局",板橋65支,新北市永和區福和路154、156號,(02)8928-9702,(02)8928-1732
,234014,031166-3,"永和永貞郵局
永和永貞郵局",板橋66支,新北市永和區自由街53號,(02)2923-3714,
,234622,031167-7,"永和中正路郵局
永和中正路郵局",板橋67支,新北市永和區中正路91號,(02)8943-3227,(02)8943-3230
,234035,031168-1,"永和秀朗郵局
永和秀朗郵局",板橋68支,新北市永和區永亨路178號,(02)8660-8859,(02)8660-8873
,234017,031169-4,"永和中山路郵局
永和中山路郵局",板橋69支,新北市永和區中山路1段249、251號,(02)2929-2695,
,235017,031171-0031508-5,"中和郵局
中和郵局",板橋71支,新北市中和區民樂路17號,(02)2222-4804,
,235070,031172-3,"中和泰和街郵局
中和泰和街郵局",板橋72支,新北市中和區泰和街6號,(02)2249-3114,(02)2249-3550
,235026,031173-7,"中和中山路郵局
中和中山路郵局",板橋73支,新北市中和區中山路2段362號,(02)2240-0278,
,235056,031174-1,"中和南勢角郵局
中和南勢角郵局",板橋74支,新北市中和區景新街442號,(02)2942-1652,(02)2949-9308
,235038,031175-4,"中和連城路郵局
中和連城路郵局",板橋75支,新北市中和區連城路192-1號,(02)2249-4358,
,235603,031176-8,"中和中正路郵局
中和中正路郵局",板橋76支,新北市中和區中正路277號1樓,(02)2245-5356,
,235081,031177-1,"中和秀山郵局
中和秀山郵局",板橋77支,新北市中和區自立路147號,(02)2946-5278,
,235601,031178-5,"中和民富街郵局
中和民富街郵局",板橋78支,新北市中和區中山路3段110號,(02)2225-0253,
,235071,031179-9,"中和宜安郵局
中和宜安郵局",板橋79支,新北市中和區宜安路99號,(02)2941-4979,
,235012,031180-1,"中和國光街郵局
中和國光街郵局",板橋80支,新北市中和區國光街159號1樓,(02)2953-0456,
,235046,031181-4,"中和大華郵局
中和大華郵局",板橋81支,新北市中和區中興街132號,(02)2245-4264,
,238001,031182-8031509-9,"樹林郵局
樹林郵局",板橋82支,新北市樹林區保安街1段325號,(02)2681-2148,
,238037,031183-1,"樹林山佳郵局
樹林山佳郵局",板橋83支,新北市樹林區佳園路1段28號,(02)2680-7719,
,238027,031184-5,"樹林迴龍郵局
樹林迴龍郵局",板橋84支,新北市樹林區中正路708號,(02)2689-2417,(02)2689-3380
,238005,031185-9,"樹林鎮前街郵局
樹林鎮前街郵局",板橋85支,新北市樹林區鎮前街25號,(02)2681-3381,(02)2683-2883
,238008,031186-2,"樹林育英街郵局
樹林育英街郵局",板橋86支,新北市樹林區育英街36號,(02)2681-2832,(02)2686-2173
,238014,031187-6,"樹林柑園郵局
樹林柑園郵局",板橋87支,新北市樹林區佳園路3段47號,(02)2680-2825,
,238007,031188-0,"樹林樹新路郵局
樹林樹新路郵局",板橋88支,新北市樹林區樹新路229號,(02)2682-5921,
,238021,031190-5,"樹林大同郵局
樹林大同郵局",板橋90支,新北市樹林區中華路134、136號,(02)8685-6838,(02)8685-1377
,238035,031191-9,"樹林三多郵局
樹林三多郵局",板橋91支,新北市樹林區三福街70巷1號,(02)2676-1408,
,235058,031192-2,"中和興南郵局
中和興南郵局",板橋92支,新北市中和區南山路320巷7號,(02)8943-1756,
,540018,040100-5040500-7,"南投三和郵局
南投三和郵局",南投901支,南投縣南投市三和二路30號,(049)222-0162-231,(049)222-0162-222
,541016,040101-9,"中寮郵局
中寮郵局",南投1支,南投縣中寮鄉永平路133號,(049)269-1082,
,540028,040103-6,"南投南崗郵局
南投南崗郵局",南投3支,南投縣南投市成功三路136-1號,(049)225-2784,
,541014,040104-0,"中寮龍安郵局
中寮龍安郵局",南投4支,南投縣中寮鄉龍南路45-12號,(049)260-1519,
,540019,040105-3,"南投民族路郵局
南投民族路郵局",南投5支,南投縣南投市民族路91、93號,(049)223-5163,
,540018,040106-7,"南投中山街郵局
南投中山街郵局",南投6支,南投縣南投市中山街259號,(049)222-2162,
,540003,040107-1,"南投中興郵局
南投中興郵局",南投7支,南投縣南投市中學路4號,(049)233-2852,
,540003,040108-4,"南投光明里郵局
南投光明里郵局",南投8支,南投縣南投市中正路648號,(049)233-7516,
,552001,040109-8,"集集郵局
集集郵局",南投9支,南投縣集集鎮民生路110-1號,(049)276-2527,
,542001,040110-0040501-1,"草屯郵局
草屯郵局",南投10支,南投縣草屯鎮中正路606號,(049)233-3461,
,542001,040111-3,"草屯大觀郵局
草屯大觀郵局",南投11支,南投縣草屯鎮中正路606號,(049)233-0214,
,542006,040112-7,"草屯碧山郵局
草屯碧山郵局",南投12支,南投縣草屯鎮碧山南路20、22號,(049)231-3135,
,553008,040113-1040504-1,"水里郵局
水里郵局",南投13支,南投縣水里鄉中富街28號,(049)277-0132,
,553007,040114-4,"水里北埔郵局
水里北埔郵局",南投14支,南投縣水里鄉民生路167號,(049)277-0951,
,556001,040115-8,"信義郵局
信義郵局",南投15支,南投縣信義鄉玉山路44號,(049)279-1257,
,556003,040116-1,"信義和社郵局
信義和社郵局",南投16支,南投縣信義鄉同和巷72-7號,(049)270-1172,
,551001,040117-5040505-5,"名間郵局
名間郵局",南投17支,南投縣名間鄉南雅街65號,(049)273-2040,
,551004,040118-9,"名間松嶺郵局
名間松嶺郵局",南投18支,南投縣名間鄉名松路二段212號,(049)258-1453,
,551006,040119-2,"名間新街郵局
名間新街郵局",南投19支,南投縣名間鄉彰南路405-5號,(049)223-2305,
,551011,040120-4,"名間大庄郵局
名間大庄郵局",南投20支,"南投縣名間鄉南田路140,140-1號",(049)227-1184,
,542023,040121-8,"草屯南埔郵局
草屯南埔郵局",南投21支,南投縣草屯鎮中正路286-5號。,(049)256-9991,
,557004,040122-1040502-4,"竹山郵局
竹山郵局",南投22支,南投縣竹山鎮前山路一段2號,(049)264-2076,
,558003,040123-5,"鹿谷郵局
鹿谷郵局",南投23支,南投縣鹿谷鄉中正路二段115號,(049)275-2434,
,557019,040124-9,"竹山後埔郵局
竹山後埔郵局",南投24支,南投縣竹山鎮集山路一段1234號,(049)262-2080,
,557022,040125-2,"竹山東埔蚋郵局
竹山東埔蚋郵局",南投25支,南投縣竹山鎮集山路三段99號,(049)264-8462,
,552001,040127-0,"鹿谷清水郵局
鹿谷清水郵局",南投27支,南投縣集集鎮民生路110-1號,(049)276-2527,
,545003,040128-3040503-8,"埔里郵局
埔里郵局",南投28支,南投縣埔里鎮南昌街284號,(049)298-2124-9,(049)298-2124-13
,546001,040129-7,"仁愛霧社郵局
仁愛霧社郵局",南投29支,南投縣仁愛鄉仁和路83號,(049)280-2246,
,545015,040130-9,"埔里北平街郵局
埔里北平街郵局",南投30支,南投縣埔里鎮北平街131號,(049)298-4374,
,545011,040131-2,"埔里崎下郵局
埔里崎下郵局",南投31支,南投縣埔里鎮中山路三段648號,(049)291-5224,
,546010,040132-6,"仁愛萬大郵局
仁愛萬大郵局",南投32支,南投縣仁愛鄉大安路38號,(049)297-4133,
,545019,040133-0,"埔里大坪頂郵局
埔里大坪頂郵局",南投33支,南投縣埔里鎮西安路3段249巷2號,(049)293-2846,
,545016,040134-3,"埔里第三市場郵局
埔里第三市場郵局",南投34支,南投縣埔里鎮東榮路77號,(049)298-9320,
,545014,040135-7,"埔里中心碑郵局
埔里中心碑郵局",南投35支,南投縣埔里鎮和平東路490號,(049)298-9848,
,545003,040136-1,"埔里南光郵局
埔里南光郵局",南投36支,南投縣埔里鎮中正路265號,(049)298-6494,
,555007,040137-4,"魚池郵局
魚池郵局",南投37支,南投縣魚池鄉魚池街364號,(049)289-5546,
,555009,040138-8,"日月潭郵局
日月潭郵局",南投38支,南投縣魚池鄉名勝街36號,(049)285-5154,
,555006,040139-1,"魚池頭社郵局
魚池頭社郵局",南投39支,南投縣魚池鄉集里路4號,(049)286-1142,
,544008,040140-3,"國姓郵局
國姓郵局",南投40支,南投縣國姓鄉中興路303號,(049)272-4543,(049)272-1017
,544005,040141-7,"國姓北山郵局
國姓北山郵局",南投41支,南投縣國姓鄉中正路四段168號,(049)245-1432,
,544002,040142-1,"國姓長流郵局
國姓長流郵局",南投42支,南投縣國姓鄉大長路345-1號,(049)243-1187,
,241040,244100-7244500-9,"三重中山路郵局
三重中山路郵局",三重901支,新北市三重區新北大道一段17號,(02)2988-2775-120,(02)2988-2775-110
,241003,244101-1,"三重正義郵局
三重正義郵局",三重1支,新北市三重區正義南路10號,(02)2972-2005,
,241036,244102-4,"三重忠孝路郵局
三重忠孝路郵局",三重2支,新北市三重區忠孝路一段6之2號,(02)2980-0119,
,241552,244103-8,"三重二重埔郵局
三重二重埔郵局",三重3支,新北市三重區光復路一段140號,(02)2995-0040,
,241080,244104-1,"三重溪尾街郵局
三重溪尾街郵局",三重4支,新北市三重區溪尾街112號,(02)2287-8272,
,241507,244105-5,"三重中興橋郵局
三重中興橋郵局",三重5支,新北市三重區成功路52-2號,(02)2978-6455,
,241567,244106-9,"三重中正路郵局
三重中正路郵局",三重6支,新北市三重區三民街213號,(02)2989-8903,
,241051,244107-2,"三重介壽路郵局
三重介壽路郵局",三重7支,新北市三重區介壽路5號,(02)2976-2385,
,241001,244109-0,"三重永興郵局
三重永興郵局",三重9支,新北市三重區重新路一段52號,(02)8972-6999,
,241077,244110-1,"三重五常郵局
三重五常郵局",三重10支,新北市三重區仁義街168號,(02)8985-0166,
,244006,244111-5,"林口中正路郵局
林口中正路郵局",三重11支,新北市林口區中山路97巷10號2樓,(02)2601-1016,
,244014,244112-9,"林口台師大郵局
林口台師大郵局",三重12支,新北市林口區仁愛路一段2號(國立臺灣師範大學林口校區),(02)2601-8293,
,244007,244113-2,"林口國宅郵局
林口國宅郵局",三重13支,新北市林口區麗園一街6巷1號1F之1,(02)2609-9141,
,244020,244114-6,"林口中湖頭郵局
林口中湖頭郵局",三重14支,新北市林口區中山路683、685號,(02)2602-1606,
,247010,244115-0244502-6,"蘆洲郵局
蘆洲郵局",三重15支,新北市蘆洲區三民路97號,(02)2282-1162-101,(02)2282-1162-201
,247031,244116-3,"蘆洲空大郵局
蘆洲空大郵局",三重16支,新北市蘆洲區中正路172號(國立空中大學內),(02)2281-5284,
,247019,244117-7,"蘆洲中山路郵局
蘆洲中山路郵局",三重17支,新北市蘆洲區中山一路37號,(02)2281-7374,
,247028,244118-1,"蘆洲光華路郵局
蘆洲光華路郵局",三重18支,新北市蘆洲區光華路108號,(02)2281-5221,
,247023,244119-4,"蘆洲中原路郵局
蘆洲中原路郵局",三重19支,新北市蘆洲區長安街225號,(02)2285-3560,
,247003,244120-6,"蘆洲民族路郵局
蘆洲民族路郵局",三重20支,新北市蘆洲區民族路271號1樓,(02)2288-6362,
,248001,244121-0244503-0,"五股郵局
五股郵局",三重21支,新北市五股區成泰路三段541號,(02)8295-1026-101,(02)8295-1026-111
,248012,244122-3,"五股褒仔寮郵局
五股褒仔寮郵局",三重22支,新北市五股區中興路一段5號,(02)2988-7489,
,248013,244123-7,"五股中興路郵局
五股中興路郵局",三重23支,新北市五股區中興路四段48巷15號,(02)2291-7490,
,249002,244125-4,"八里郵局
八里郵局",三重25支,新北市八里區訊塘路13號,(02)2610-2045,
,249007,244126-8,"八里龍形郵局
八里龍形郵局",三重26支,新北市八里區龍形二街7號,(02)2618-6468,
,251018,244127-1244504-3,"淡水郵局
淡水郵局",三重27支,新北市淡水區中正路203號,(02)2621-2054,
,251301,244128-5,"淡江大學郵局
淡江大學郵局",三重28支,新北市淡水區英專路151號(淡江大學內),(02)2622-6674,
,251033,244129-9,"淡水竹圍郵局
淡水竹圍郵局",三重29支,新北市淡水區民權路75號,(02)2809-7051,
,251016,244130-1,"淡水水碓郵局
淡水水碓郵局",三重30支,新北市淡水區大忠街9、11號,(02)2622-1053,
,251002,244131-4,"淡水中興郵局
淡水中興郵局",三重31支,新北市淡水區學府路29、31、33號,(02)2622-3820,
,251201,244132-8,"淡水崁頂郵局
淡水崁頂郵局",三重32支,新北市淡水區中山北路二段375號,(02)2622-6316,
,252006,244133-1,"三芝郵局
三芝郵局",三重33支,新北市三芝區淡金路二段17號,(02)2636-2040,
,253001,244134-5,"石門郵局
石門郵局",三重34支,新北市石門區中山路80號,(02)2638-1210,
,251030,244135-9,"淡水紅樹林郵局
淡水紅樹林郵局",三重35支,新北市淡水區中正東路二段61號,(02)8809-7357,
,242008,244136-2244501-2,"新莊郵局
新莊郵局",三重36支,新北市新莊區中正路265號,(02)2992-1622-101,(02)2992-1622-120
,242062,244137-6,"輔仁大學郵局
輔仁大學郵局",三重37支,新北市新莊區中正路510號(輔仁大學內),(02)2902-2448,
,243094,244138-0,"泰山郵局
泰山郵局",三重38支,新北市泰山區楓江路10號,(02)2909-7881,
,243303,244139-3,"明志科大郵局
明志科大郵局",三重39支,新北市泰山區工專路84號(明志科技大學內),(02)2902-1886,
,242044,244140-5,"新莊中港郵局
新莊中港郵局",三重40支,新北市新莊區復興路二段22號,(02)2992-2786,
,242018,244141-9,"新莊昌盛郵局
新莊昌盛郵局",三重41支,新北市新莊區中華路二段160號,(02)2276-2561,
,242060,244142-2,"新莊丹鳳郵局
新莊丹鳳郵局",三重42支,新北市新莊區明志路15號,(02)2901-9378,
,242040,244143-6,"新莊化成路郵局
新莊化成路郵局",三重43支,新北市新莊區化成路87號,(02)2991-4718,
,242023,244144-0,"新莊幸福郵局
新莊幸福郵局",三重44支,新北市新莊區幸福路723號,(02)2996-0981,
,243089,244145-3,"泰山南林郵局
泰山南林郵局",三重45支,新北市泰山區南林路93號,(02)2901-9567,
,248023,244146-7,"五股登林路郵局
五股登林路郵局",三重46支,新北市五股區登林路76之10號,(02)2292-9579,
,243086,244147-1,"泰山同榮郵局
泰山同榮郵局",三重47支,新北市泰山區明志路一段510、512號,(02)2909-6655,
,242065,244148-4,"新莊西盛郵局
新莊西盛郵局",三重48支,新北市新莊區新樹路457號,(02)2204-7137,
,242056,244149-8,"新莊後港路郵局
新莊後港路郵局",三重49支,新北市新莊區後港一路34、36號,(02)2204-2640,
,242034,244150-0,"新莊思源路郵局
新莊思源路郵局",三重50支,新北市新莊區思源路402號,(02)2992-2649,
,242006,244151-3,"新莊新泰路郵局
新莊新泰路郵局",三重51支,新北市新莊區新泰路333號,(02)2996-3926,
,242052,244152-7,"新莊龍鳳郵局
新莊龍鳳郵局",三重52支,新北市新莊區中正路740-2號,(02)2907-1496,
,248019,244153-1,"新莊五工郵局
新莊五工郵局",三重53支,新北市新莊區五工三路50巷2號,(02)2298-0293,
,243088,244154-4,"泰山貴子路郵局
泰山貴子路郵局",三重54支,新北市泰山區明志路三段85號,(02)2908-9174,
,242080,244155-8,"新莊民安郵局
新莊民安郵局",三重55支,新北市新莊區民安西路85號,(02)2203-7653,
,244008,244156-1244505-7,"林口郵局
林口郵局",三重56支,新北市林口區文化二路一段8號,(02)2608-5028,
,242204,244157-5,"新莊副都心郵局
新莊副都心郵局",三重57支,新北市新莊區中平路439號北棟1樓,(02)8522-1550,
